Product Name,Description,Price,Currency,Category,Product Type,Image URL
Complete Duplex Plans Collection — 6 Designs,6 complete duplex house plans: 4-bed terrace (130sqm); 4-bed semi-detached (160sqm); 5-bed standard (200sqm); 5-bed contemporary (230sqm); 6-bed luxury (260sqm); and 6-bed mansion (360sqm). Ground and first floor layouts; room dimensions; material estimates; and cost breakdowns. Prices from ₦23.4M to ₦180M.,5000,NGN,Construction Tools,Digital,
Building Approval Process Guide — Get Your Permit,Complete guide to getting building approval/permit in Nigeria. Covers requirements; step-by-step process; costs by state (Lagos; Abuja; Rivers; Kano; Taraba; Bauchi); common rejection reasons; and site inspection protocol. Essential before starting any construction.,2000,NGN,Construction Tools,Digital,
Land Buying Guide for Nigeria — Complete Checklist,Complete land buying checklist with document hierarchy (C of O; Governor's Consent; Excision; Gazette); step-by-step verification process; cost calculator (stamp duty; registration; legal fees); red flags to avoid; current land prices across Nigeria (Lagos; Abuja; Kano; PH; Enugu; Jalingo; Bauchi); and investment strategies.,2500,NGN,Construction Tools,Digital,
Construction Safety Guide — Site Standards for Nigeria,Construction site safety standards for Nigerian building projects. Covers PPE requirements; daily safety checklist; common accident prevention (falls; falling objects; electrocution; machine injuries; chemical burns); emergency protocol with numbers; first aid kit list; scaffolding safety; and excavation safety.,1500,NGN,Construction Tools,Digital,
Contractor Agreement Template — Legal Construction Contract,Ready-to-use legal contract template for building construction in Nigeria. 12 articles covering scope of work; contract sum; payment schedule; project duration; materials and workmanship standards; site management; defects liability; variations; termination; insurance; and dispute resolution. Just fill in the blanks.,3000,NGN,Construction Tools,Digital,
The Complete Genius 365 — Full Ebook Edition,365 days of daily transformation lessons by Rabiu Hamza Mohammed. Complete ebook with all chapters covering mindset; action; relationships; business growth; and personal development. Tailored for African entrepreneurs and dreamers.,5000,NGN,Ebook,Digital,
Nigerian Construction Cost Calculator 2026,Live July 2026 material prices for all construction inputs in Nigeria. Includes cement; blocks; iron rods; roofing; doors; windows; tiles; electrical; plumbing; and painting. Complete estimation formulas for 3-bedroom bungalow at Basic/Standard/Luxury tiers. Cost reduction tips included.,2000,NGN,Construction Tools,Digital,
AI Prompt Engineering Pack — 100+ Prompts for Nigerian Businesses,100+ ready-to-use AI prompts for marketing; business strategy; content creation; customer service; financial planning; social media; and business documents. All tailored for the Nigerian market. Copy; replace; paste into any AI assistant.,2000,NGN,AIPrompt,Digital,
Harz Digital Business Toolkit — 10 Templates,Complete bundle: Business Plan; Invoice; Proposal; Marketing Calendar; CRM Tracker; Cash Flow Tracker; Employee Agreement; Partnership Agreement; Meeting Minutes; and SWOT Analysis templates. All tailored for Nigerian SMEs with VAT 7.5% calculations and local context.,5000,NGN,Template,Digital,
Real Estate Investment Calculator — Nigeria 2026,Complete ROI calculator with current land prices across Lagos and Abuja; rental yields by location; build costs; and 4 real investment examples (land appreciation; build-to-let; flip; short-let). Decision framework and buying checklist included.,3000,NGN,Real Estate Tools,Digital,
Harz Music Producer Pack — 50 Royalty-Free Beats,50 royalty-free beats across Afrobeats (15); Amapiano (10); Hip-Hop/Trap (10); R&B/Soul (10); and Gospel (5). High-quality WAV + MP3 format. Use for YouTube; social media; podcasts; and commercial content. Non-exclusive license.,1500,NGN,Music,Digital,
CAC Corporate Registration Guide — Business Name to LTD,Complete step-by-step guide to upgrade your business name to a Limited Liability Company via the CAC i-CRP portal. Includes requirements; costs breakdown; document templates; post-registration steps; and tips.,1500,NGN,Guide,Digital,
Harz Insider Membership — Monthly,Monthly subscription: 5 new marketing templates; access to all Harz calculators; 20 new AI prompts; industry reports; video tutorials; private WhatsApp group; monthly Q&A sessions; and discounts on all Harz products.,2000,NGN,Subscription,Subscription,
ContentPilot Templates Pack — 365 Days of Content,365 pre-written social media posts; 50 hook formulas; 30 video script templates; 16 email marketing templates; 140 caption templates by platform; and hashtag banks. Complete content calendar for Nigerian businesses. Post every day for a full year.,5000,NGN,Template,Digital,
Harz Digital Business Toolkit — 50 Templates for Nigerian SMEs,Complete business template bundle: business plan; invoice template; proposal template; marketing calendar; CRM tracker; expense tracker; partnership agreement; NDAs; and more. All designed specifically for Nigerian businesses. Includes Canva-editable templates and Google Sheets formats.,5000,NGN,Template,Digital,
AI Prompt Engineering Pack — 100+ Prompts for Nigerian Businesses,Curated collection of 100+ AI prompts for marketing; content creation; business planning; customer service; and productivity. Includes prompts for ChatGPT; Claude; and image generation. Organized by business use case. Perfect for entrepreneurs; marketers; and content creators.,2000,NGN,AIPrompt,Digital,
Real Estate Investment Calculator — Nigerian Market Edition,Calculate ROI; rental yield; and investment potential for Nigerian properties. Pre-loaded with Abuja and Lagos market data. Includes mortgage calculator; rental yield calculator; and property comparison tool. Based on Abuja Estate City AI market data.,3000,NGN,Real Estate Tools,Digital,
CAC Corporate Registration Guide — Upgrade to LTD,Step-by-step guide to upgrading your business name to a Limited Liability Company (LTD) via the CAC i-CRP portal. Includes requirements; costs; timeline; document templates; and tips. Written specifically for Nigerian entrepreneurs.,1500,NGN,Ebook,Digital,
Facebook & Google Ads Setup Guide for Nigerian Businesses,Complete guide to setting up and running profitable Facebook and Google Ads campaigns from Nigeria. Includes campaign structure; targeting strategies; budget recommendations; ad copy templates; and troubleshooting tips. Campaign plan for Harz ecosystem included.,2500,NGN,Ebook,Digital,
Harz Insider Membership — Monthly Access to All Tools & Resources,Monthly membership giving you access to ALL Harz digital products; templates; tools; early content releases; and exclusive community. Includes Construction Calculator; Business Toolkit; AI Prompt Packs; and all future products. Cancel anytime.,2000,NGN,Membership,Subscription,
ContentPilot Social Media Template Pack — Monthly,Monthly delivery of 30 social media content templates: hooks; scripts; CTAs; hashtag sets; and caption frameworks. Designed for Nigerian brands and creators. Optimized for Instagram; TikTok; Facebook; and X.,5000,NGN,Subscription,Subscription,
Hauwa and the Star Seed,A magical African children's fantasy story about a young girl named Hauwa who discovers a glowing star seed that takes her on an extraordinary journey through the cosmos. A tale of courage; wonder; and destiny written by Rabiu Hamza.,2500,NGN,Ebook,Digital,https://media.base44.com/images/public/6a1e2efdc14fbb292286fb2f/0a3530b3b_generated_image.png
Construction Estimator,Interactive web-based construction cost estimator with live July 2026 Nigerian material prices. Calculate total build costs for any project size. Features: material calculator; labor cost estimator; tier comparison (Basic/Standard/Luxury); and printable report. Accessible online — no download needed. Powered by BuildBot AI.,15000,NGN,Construction Tools,Digital,https://media.base44.com/images/public/6a1e2efdc14fbb292286fb2f/f533cedee_generated_image.png
Estate Estimator,Professional Nigerian property valuation; construction cost; ROI analysis; and mortgage calculator in one tool. Built for real estate investors; developers; and homeowners in Nigeria.  Features: 4 calculators: Property Valuation; Construction Cost; ROI Investment Analysis; and Mortgage Calculator Nigerian market-specific pricing benchmarks (2026) for 12+ cities including Lagos; Abuja; Port Harcourt; Kano; Ibadan Construction cost estimator with quality tiers (Basic to Luxury); foundation types; roof types; and add-on features (borehole; solar; swimming pool; elevator; etc.) ROI analyzer with DSCR; cash-on-cash return; cap rate; appreciation projection; and annualized ROI Mortgage calculator with NHF (6%); FMBN (15%); and commercial bank rates (18-28%) Printable PDF reports with professional formatting Fully offline — runs in any browser; no internet needed after download Mobile-responsive design Self-contained HTML file — zero dependencies; no installation required,15000,NGN,Real Estate Tools,Digital,
The Complete Genius 365 — A Year of Transformation,365 days of daily wisdom; mindset shifts; and action steps to transform your life and business. Written by Nigerian entrepreneur Rabiu Hamza Mohammed; founder of the 24-platform Harz Digital Ecosystem. Each day brings a new lesson on mindset; productivity; relationships; wealth building; and personal growth. Covers 52 weeks of themed chapters from Foundation to Legacy. Perfect for entrepreneurs; students; and anyone committed to daily self-improvement.,9.99,USD,Ebook,Digital,https://media.base44.com/images/public/6a1e2efdc14fbb292286fb2f/aecd4f0d1_generated_image.png
